timestamp,heart_rate,spo2,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,speed,activity,tamper,sos,scenario
2026-01-02 07:18:24,131.99,98.83,-1.395,1.891,1.599,31.937,-28.978,9.336,12.952991,77.578329,8.095,running,0,0,normal_running
2026-01-02 07:18:36,136.2,98.99,-1.683,1.878,1.548,36.143,-24.056,17.189,12.953198,77.579069,6.036,running,0,0,normal_running
2026-01-02 07:18:48,140.46,97.83,-1.682,2.587,1.67,28.938,-18.175,12.322,12.953959,77.57961,9.311,running,0,0,normal_running
2026-01-02 07:19:00,123.67,97.67,-1.914,2.562,1.402,32.876,-20.226,11.68,12.953631,77.578241,8.145,running,0,0,normal_running
2026-01-02 07:19:12,164.43,94.53,-2.598,2.305,1.288,32.544,-23.916,21.457,12.953994,77.579321,8.877,running,0,0,normal_running
2026-01-02 07:19:24,162.81,100,-2.248,2.705,0.438,34.695,-22.205,18.535,12.953971,77.579687,6.386,running,0,0,normal_running
2026-01-02 07:19:36,127.19,96.35,-3.153,2.427,0.398,26.162,-19.677,18.763,12.953202,77.579476,10.196,running,0,0,normal_running
2026-01-02 07:19:48,144.79,95.3,-2.849,2.109,0.043,22.582,-15.172,19.773,12.953165,77.578838,7.085,running,0,0,normal_running
2026-01-02 07:20:00,125.55,97.71,-3.232,1.501,-0.075,24.999,-16.158,11.434,12.953535,77.5793,7.21,running,0,0,normal_running
2026-01-02 07:20:12,121.04,97.07,-2.912,1.557,-0.163,10.321,-7.539,12.88,12.953039,77.579438,8.384,running,0,0,normal_running
2026-01-02 07:20:24,121.85,99.91,-2.682,1.004,-0.501,17.199,-14.603,15.125,12.953225,77.578944,3.376,running,0,0,normal_running
2026-01-02 07:20:36,140.86,97.02,-2.641,1.261,-0.192,-1.568,-12.743,11.437,12.953941,77.579088,8.748,running,0,0,normal_running
2026-01-02 07:20:48,133.08,98.98,-2.334,0.327,-0.91,-0.014,-4.389,3.012,12.95354,77.578766,4.2,running,0,0,normal_running
2026-01-02 07:21:00,151.37,97.26,-2.476,0.91,-0.604,-5.586,5.736,10.975,12.953266,77.578987,8.394,running,0,0,normal_running
2026-01-02 07:21:12,138.78,96.94,-1.298,-0.298,-0.909,-0.603,6.605,-3.181,12.953523,77.579748,6.818,running,0,0,normal_running
2026-01-02 07:21:24,141.03,98.41,-1.221,0.115,-1.166,-8.868,2.716,-0.359,12.953147,77.579176,8.983,running,0,0,normal_running
2026-01-02 07:21:36,122.7,96.18,-0.702,-0.214,-1.566,-21.377,6.476,0.555,12.953475,77.578462,10.451,running,0,0,normal_running
2026-01-02 07:21:48,143.13,97.59,-0.168,-0.364,-1.357,-27.695,19.609,-1.428,12.953579,77.578381,6.857,running,0,0,normal_running
2026-01-02 07:22:00,133.36,97.01,-0.472,-0.799,-1.262,-31.039,14.851,-13.463,12.954061,77.579318,9.868,running,0,0,normal_running
2026-01-02 07:22:12,156.89,97.48,-0.243,-1.837,-1.887,-32.665,21.505,-9.109,12.954035,77.57964,9.627,running,0,0,normal_running
2026-01-02 07:22:24,137.56,97.81,0.653,-1.872,-1.695,-25.77,26.299,-17.253,12.953843,77.579308,8.786,running,0,0,normal_running
2026-01-02 07:22:36,132.79,96.54,1.274,-1.395,-1.221,-23.408,27.202,-15.431,12.953116,77.579736,7.271,running,0,0,normal_running
2026-01-02 07:22:48,125.89,96.92,1.032,-2.291,-0.958,-31.173,20.127,-16.261,12.953428,77.57936,3.845,running,0,0,normal_running
2026-01-02 07:23:00,145.18,97.41,2.251,-2.217,-1.196,-22.888,27.182,-13.341,12.953647,77.579768,8.166,running,0,0,normal_running
2026-01-02 07:23:12,124.73,98.08,1.935,-2.338,-0.526,-22.649,27.518,-22.292,12.953609,77.579538,8.508,running,0,0,normal_running
2026-01-02 07:23:24,133.17,99.35,2.47,-2.646,-0.702,-28.518,23.505,-13.461,12.953295,77.579445,8.607,running,0,0,normal_running
2026-01-02 07:23:36,119.17,97.81,2.006,-2.015,-0.656,-17.275,19.813,-18.421,12.953834,77.579745,7.209,running,0,0,normal_running
2026-01-02 07:23:48,141.14,95.69,2.351,-2.469,-0.274,-18.851,18.22,-14.97,12.952989,77.578715,6.377,running,0,0,normal_running
2026-01-02 07:24:00,128.13,97.83,2.289,-2.593,-0.047,-12.123,16.301,-14.899,12.954058,77.57935,8.514,running,0,0,normal_running
2026-01-02 07:24:12,126.93,95.39,3.08,-2.056,0.343,-8.557,13.359,-11.101,12.952914,77.578917,9.054,running,0,0,normal_running
2026-01-02 07:24:24,148.76,99.18,3.23,-2.11,0.581,-2.545,9.542,-11.542,12.953185,77.578378,10.471,running,0,0,normal_running
2026-01-02 07:24:36,147.34,97.85,3.056,-1.972,1.0,-7.245,18.684,-4.006,12.953675,77.579408,7.427,running,0,0,normal_running
2026-01-02 07:24:48,156.84,96.8,1.871,-0.99,1.309,0.022,4.367,-4.381,12.953924,77.579005,5.904,running,0,0,normal_running
2026-01-02 07:25:00,147.76,96.84,1.621,-1.384,0.772,11.977,11.231,-1.399,12.953561,77.57952,7.947,running,0,0,normal_running
2026-01-02 07:25:12,125.51,97.76,1.847,-0.936,1.033,4.722,6.776,4.907,12.953722,77.579126,8.684,running,0,0,normal_running
2026-01-02 07:25:24,149.87,94.42,1.613,-0.356,1.134,16.097,5.133,8.633,12.95333,77.578862,4.722,running,0,0,normal_running
2026-01-02 07:25:36,142.52,97.12,0.856,-0.29,1.261,15.836,-4.837,13.657,12.953944,77.579914,6.552,running,0,0,normal_running
2026-01-02 07:25:48,126.32,100,1.061,-0.263,1.741,28.491,-11.709,14.694,12.954088,77.578632,5.322,running,0,0,normal_running
2026-01-02 07:26:00,125.87,96.78,0.6,0.761,1.525,32.69,-5.194,12.975,12.953909,77.57915,5.37,running,0,0,normal_running
2026-01-02 07:26:12,154.85,98.53,0.489,1.266,1.558,29.581,-17.1,15.592,12.9529,77.578669,7.213,running,0,0,normal_running
2026-01-02 07:26:24,147.02,96.61,-0.966,0.659,1.598,30.381,-11.64,15.74,12.95296,77.579819,7.634,running,0,0,normal_running
2026-01-02 07:26:36,142.94,97.05,-0.943,1.692,1.146,23.393,-11.699,17.939,12.953384,77.579636,8.455,running,0,0,normal_running
2026-01-02 07:26:48,125.45,96.76,-1.065,1.338,0.853,24.754,-22.254,15.331,12.952911,77.578517,9.778,running,0,0,normal_running
2026-01-02 07:27:00,154.68,96.88,-1.05,1.814,0.863,36.972,-18.42,15.583,12.95364,77.578753,7.189,running,0,0,normal_running
2026-01-02 07:27:12,163.92,97.18,-2.236,2.29,1.175,29.313,-23.428,12.111,12.953303,77.579389,4.248,running,0,0,normal_running
2026-01-02 07:27:24,115.96,97.6,-2.716,1.88,0.513,23.476,-17.797,17.33,12.95339,77.579898,6.98,running,0,0,normal_running
2026-01-02 07:27:36,134.82,95.83,-2.803,2.057,0.444,26.66,-28.917,13.864,12.953674,77.579939,6.95,running,0,0,normal_running
2026-01-02 07:27:48,131.51,98.14,-3.233,2.626,0.104,16.762,-22.372,7.294,12.953709,77.579974,7.452,running,0,0,normal_running
2026-01-02 07:28:00,141.99,98.7,-3.33,1.843,-0.063,13.027,-21.764,14.756,12.953886,77.578876,8.506,running,0,0,normal_running
2026-01-02 07:28:12,113.43,98.78,-3.062,2.598,-0.732,5.948,-27.881,6.142,12.953171,77.578481,8.922,running,0,0,normal_running
2026-01-02 07:28:24,155.05,97.96,-2.887,2.585,-0.943,7.443,-14.23,-1.532,12.953373,77.578735,5.837,running,0,0,normal_running
2026-01-02 07:28:36,133.4,94.42,-2.725,1.901,-1.153,7.957,-18.176,-1.387,12.953968,77.579248,10.229,running,0,0,normal_running
2026-01-02 07:28:48,142.31,98.6,-1.943,1.937,-1.254,-5.503,-13.993,2.605,12.953086,77.579456,7.149,running,0,0,normal_running
2026-01-02 07:29:00,153.38,98.04,-2.142,1.76,-1.427,-9.125,-7.902,-2.682,12.953204,77.579962,8.332,running,0,0,normal_running
2026-01-02 07:29:12,150.72,97.31,-2.45,1.793,-1.544,-15.344,-9.869,-2.806,12.954086,77.578865,6.721,running,0,0,normal_running
2026-01-02 07:29:24,127.39,98.02,-1.78,1.458,-1.121,-17.666,-10.051,-6.189,12.95305,77.579772,5.603,running,0,0,normal_running
2026-01-02 07:29:36,158.18,96.0,-1.068,1.278,-1.172,-23.437,-2.117,-8.303,12.953838,77.57852,5.105,running,0,0,normal_running
2026-01-02 07:29:48,129.79,95.9,-1.498,0.969,-1.662,-17.227,1.498,-18.329,12.953651,77.578878,6.043,running,0,0,normal_running
2026-01-02 07:30:00,108.29,97.0,-0.201,0.063,-1.882,-33.878,7.201,-15.164,12.953476,77.579342,9.166,running,0,0,normal_running
2026-01-02 07:30:12,116.95,99.19,-0.024,-0.645,-1.393,-26.16,11.129,-22.494,12.95404,77.579956,6.107,running,0,0,normal_running
2026-01-02 07:30:24,149.72,97.3,0.801,-0.856,-1.106,-29.373,1.623,-14.729,12.953637,77.578719,6.415,running,0,0,normal_running
2026-01-02 07:30:36,126.88,97.53,1.193,-0.642,-1.467,-29.716,10.846,-18.931,12.953364,77.578512,6.452,running,0,0,normal_running
2026-01-02 07:30:48,138.05,97.36,0.812,-1.405,-0.981,-23.046,19.807,-15.043,12.95377,77.579035,11.712,running,0,0,normal_running
2026-01-02 07:31:00,155.99,95.5,1.257,-1.473,-1.07,-25.288,19.477,-16.118,12.953416,77.579412,8.03,running,0,0,normal_running
2026-01-02 07:31:12,122.75,97.77,2.342,-1.954,-0.319,-23.179,22.153,-13.604,12.953118,77.578567,10.395,running,0,0,normal_running
2026-01-02 07:31:24,144.41,98.78,2.349,-1.776,-0.676,-24.341,19.98,-7.348,12.953984,77.579354,6.902,running,0,0,normal_running
2026-01-02 07:31:36,155.48,96.28,2.203,-2.457,-0.052,-19.826,25.21,-10.064,12.953649,77.578544,8.9,running,0,0,normal_running
2026-01-02 07:31:48,124.12,98.49,3.086,-2.523,-0.323,-16.397,25.355,-5.841,12.95391,77.579196,8.051,running,0,0,normal_running
2026-01-02 07:32:00,152.58,97.64,2.77,-2.525,0.319,-7.196,26.037,-2.319,12.953867,77.579075,10.399,running,0,0,normal_running
2026-01-02 07:32:12,135.9,97.86,2.926,-2.082,0.819,-1.54,19.982,4.462,12.953627,77.580013,7.837,running,0,0,normal_running
2026-01-02 07:32:24,138.89,96.87,2.829,-2.314,1.043,-10.51,21.122,3.276,12.953906,77.578798,7.918,running,0,0,normal_running
2026-01-02 07:32:36,159.11,94.84,2.261,-2.211,0.958,-2.325,21.007,3.049,12.953996,77.579249,9.063,running,0,0,normal_running
2026-01-02 07:32:48,143.89,97.53,3.128,-2.042,1.009,1.043,27.469,11.479,12.953949,77.578699,7.716,running,0,0,normal_running
2026-01-02 07:33:00,145.76,96.95,1.97,-2.257,0.965,7.562,25.725,6.433,12.953537,77.578736,8.465,running,0,0,normal_running
2026-01-02 07:33:12,143.63,94.57,2.076,-1.997,1.152,12.379,15.778,18.421,12.953642,77.579387,3.021,running,0,0,normal_running
2026-01-02 07:33:24,148.44,97.53,1.825,-1.777,1.404,19.998,20.124,19.762,12.953812,77.580021,6.546,running,0,0,normal_running
2026-01-02 07:33:36,138.69,98.1,1.845,-0.96,1.174,24.597,7.262,11.546,12.95399,77.579155,6.918,running,0,0,normal_running
2026-01-02 07:33:48,128.3,96.34,1.337,-1.096,1.517,22.647,14.206,17.265,12.953865,77.580095,7.023,running,0,0,normal_running
2026-01-02 07:34:00,150.69,97.56,1.335,-1.066,1.739,25.9,8.202,22.018,12.953214,77.579925,7.804,running,0,0,normal_running
2026-01-02 07:34:12,137.78,97.87,0.778,-0.951,1.784,33.576,8.452,15.473,12.953081,77.578871,6.784,running,0,0,normal_running
2026-01-02 07:34:24,126.78,96.26,-0.353,-0.232,1.174,34.753,6.246,20.889,12.953674,77.579402,8.735,running,0,0,normal_running
2026-01-02 07:34:36,126.56,97.1,-0.215,0.417,1.112,29.514,-5.874,17.069,12.953526,77.580091,10.633,running,0,0,normal_running
2026-01-02 07:34:48,132.58,98.48,-0.629,0.398,1.218,34.264,-9.735,18.894,12.953445,77.579628,5.084,running,0,0,normal_running
2026-01-02 07:35:00,138.05,97.55,-1.415,0.671,0.74,33.378,-13.646,18.189,12.953433,77.578922,6.658,running,0,0,normal_running
2026-01-02 07:35:12,145.55,99.47,-1.3,0.893,0.853,30.582,-10.69,14.955,12.953752,77.579937,7.721,running,0,0,normal_running
2026-01-02 07:35:24,147.67,96.25,-1.613,0.982,0.463,22.456,-12.005,12.657,12.953897,77.578962,6.294,running,0,0,normal_running
2026-01-02 07:35:36,120.97,96.41,-2.619,1.585,-0.008,14.661,-20.496,7.59,12.953688,77.579365,7.894,running,0,0,normal_running
2026-01-02 07:35:48,119.78,99.04,-2.521,2.249,-0.522,17.22,-18.138,4.645,12.953261,77.579913,9.854,running,0,0,normal_running
2026-01-02 07:36:00,120.21,96.41,-2.25,1.602,-0.345,9.759,-18.121,-6.362,12.953013,77.58022,7.157,running,0,0,normal_running
2026-01-02 07:36:12,126.72,97.79,-2.978,2.543,-0.554,9.001,-16.95,-2.95,12.952998,77.579064,5.5,running,0,0,normal_running
2026-01-02 07:36:24,151.86,96.12,-2.54,1.774,-0.771,3.705,-16.893,-7.377,12.953802,77.579249,7.069,running,0,0,normal_running
2026-01-02 07:36:36,170.53,96.94,-3.163,2.296,-0.633,-7.503,-20.752,-7.209,12.95332,77.579827,3.799,running,0,0,normal_running
2026-01-02 07:36:48,124.26,96.25,1.215,-1.553,-1.103,-18.823,5.206,-17.821,12.953566,77.578845,6.101,sudden_movement,0,0,sudden_movement
2026-01-02 07:37:00,118.92,94.49,0.932,-1.957,-1.348,-20.416,13.658,-12.879,12.953462,77.578668,9.127,sudden_movement,0,0,sudden_movement
2026-01-02 07:37:12,107.61,96.49,1.2,-1.387,-1.227,-23.793,24.221,-23.223,12.952998,77.579961,8.61,sudden_movement,0,0,sudden_movement
2026-01-02 07:37:24,134.46,97.01,1.908,-0.798,-1.763,-6.219,26.592,-21.382,12.953968,77.580089,2.839,sudden_movement,0,0,sudden_movement
2026-01-02 07:37:36,85.54,97.48,2.137,-1.079,-1.467,-13.936,26.611,-13.275,12.953554,77.579785,1.545,sudden_movement,0,0,sudden_movement
2026-01-02 07:37:48,88.27,95.62,2.816,-0.628,-1.877,7.823,30.165,-20.626,12.953821,77.58028,6.909,sudden_movement,0,0,sudden_movement
2026-01-02 07:38:00,125.6,94.93,2.4,-0.648,-0.983,-1.36,30.302,-12.791,12.952999,77.579421,3.676,sudden_movement,0,0,sudden_movement
2026-01-02 07:38:12,104.14,99.55,2.906,-0.175,-1.329,5.153,18.668,-12.753,12.9537,77.578699,4.609,sudden_movement,0,0,sudden_movement
2026-01-02 07:38:24,90.5,98.21,2.14,0.331,-1.61,23.292,26.71,-11.281,12.953117,77.578972,8.309,sudden_movement,0,0,sudden_movement
2026-01-02 07:38:36,95.46,96.97,1.714,0.555,-1.508,18.319,16.184,-3.955,12.953998,77.578731,3.377,sudden_movement,0,0,sudden_movement
2026-01-02 07:38:48,108.05,94.6,2.164,0.513,-1.022,21.755,14.341,-4.63,12.953828,77.579211,4.525,sudden_movement,0,0,sudden_movement
2026-01-02 07:39:00,107.07,96.4,1.305,0.767,-0.865,21.024,15.954,0.032,12.953217,77.579064,3.952,sudden_movement,0,0,sudden_movement
2026-01-02 07:39:12,83.31,97.31,1.305,0.676,-0.521,32.56,2.1,6.881,12.953206,77.579909,4.665,sudden_movement,0,0,sudden_movement
2026-01-02 07:39:24,121.91,96.27,3.624,4.597,1.644,75.529,27.721,40.574,12.953981,77.579041,4.382,sudden_movement,0,0,sudden_movement
2026-01-02 07:39:36,104.43,100,3.058,4.341,1.582,76.789,35.345,41.967,12.953988,77.580205,4.192,sudden_movement,0,0,sudden_movement
2026-01-02 07:39:48,109.39,96.47,2.985,4.39,1.477,66.229,17.73,38.563,12.953409,77.578755,5.237,sudden_movement,0,0,sudden_movement
2026-01-02 07:40:00,110.15,97.79,-0.266,2.254,0.263,20.194,-9.892,18.305,12.953555,77.579918,5.279,sudden_movement,0,0,sudden_movement
2026-01-02 07:40:12,122.09,94.93,2.011,4.796,2.389,47.797,21.812,48.055,12.953921,77.57964,2.485,sudden_movement,0,0,sudden_movement
2026-01-02 07:40:24,94.04,98.8,-1.558,1.44,0.526,-4.528,-30.51,15.749,12.953025,77.579862,3.61,sudden_movement,0,0,sudden_movement
2026-01-02 07:40:36,116.05,97.8,-2.374,1.4,0.148,0.981,-22.605,17.523,12.95369,77.579699,4.686,sudden_movement,0,0,sudden_movement
2026-01-02 07:40:48,92.82,95.68,-1.909,1.779,0.572,-6.332,-30.467,17.089,12.953967,77.580297,6.764,sudden_movement,0,0,sudden_movement
2026-01-02 07:41:00,90.35,99.6,-1.961,1.924,1.185,-21.78,-30.763,20.057,12.953372,77.579447,5.944,sudden_movement,0,0,sudden_movement
2026-01-02 07:41:12,95.26,96.6,-2.647,1.785,0.748,-19.4,-30.432,17.834,12.953156,77.579444,3.025,sudden_movement,0,0,sudden_movement
2026-01-02 07:41:24,115.17,95.89,-1.95,1.057,1.224,-33.308,-25.191,22.302,12.954041,77.579059,0.7,sudden_movement,0,0,sudden_movement
2026-01-02 07:41:36,102.41,97.94,-2.988,1.635,1.643,-25.266,-12.031,13.537,12.953614,77.579665,2.796,sudden_movement,0,0,sudden_movement
2026-01-02 07:41:48,121.02,97.99,-2.067,0.831,1.316,-21.387,-11.025,12.946,12.954016,77.579579,5.905,sudden_movement,0,0,sudden_movement
2026-01-02 07:42:00,124.04,96.37,-2.543,0.356,0.937,-24.515,-6.211,4.221,12.95297,77.57971,5.955,sudden_movement,0,0,sudden_movement
2026-01-02 07:42:12,117.39,95.31,-1.957,0.69,1.106,-24.791,-9.791,12.36,12.953865,77.579326,3.718,sudden_movement,0,0,sudden_movement
2026-01-02 07:42:24,103.48,95.82,-1.635,-0.226,1.332,-12.992,0.122,-3.52,12.953666,77.579973,2.534,sudden_movement,0,0,sudden_movement
2026-01-02 07:42:36,108.53,96.88,-0.078,-1.209,1.766,-15.562,0.343,-3.379,12.953446,77.580118,5.567,sudden_movement,0,0,sudden_movement
2026-01-02 07:42:48,93.11,99.4,-0.382,-0.373,1.177,-2.181,19.424,1.763,12.953911,77.580218,3.954,sudden_movement,0,0,sudden_movement
2026-01-02 07:43:00,116.86,96.98,0.94,-0.502,1.254,2.395,18.237,-14.517,12.953708,77.579534,5.289,sudden_movement,0,0,sudden_movement
2026-01-02 07:43:12,117.0,95.4,0.591,-1.177,1.172,11.606,28.111,-5.706,12.952935,77.580402,3.709,sudden_movement,0,0,sudden_movement
2026-01-02 07:43:24,108.45,96.35,1.475,-1.725,0.804,15.685,25.383,-17.209,12.953503,77.578896,0.946,sudden_movement,0,0,sudden_movement
2026-01-02 07:43:36,114.12,97.66,4.159,1.031,3.328,56.82,54.636,7.551,12.953185,77.579384,6.512,sudden_movement,0,0,sudden_movement
2026-01-02 07:43:48,105.47,92.91,5.157,1.478,3.46,58.631,57.273,14.942,12.953884,77.580066,4.951,sudden_movement,0,0,sudden_movement
2026-01-02 07:44:00,125.12,95.63,5.956,1.024,3.274,67.678,54.469,11.964,12.95311,77.579916,7.959,sudden_movement,0,0,sudden_movement
2026-01-02 07:44:12,101.51,98.52,2.273,-2.607,0.686,20.829,29.702,-22.377,12.953145,77.579619,6.801,sudden_movement,0,0,sudden_movement
2026-01-02 07:44:24,125.71,96.6,5.362,0.621,2.123,73.673,52.51,9.48,12.953396,77.578979,1.107,sudden_movement,0,0,sudden_movement
2026-01-02 07:44:36,118.6,99.05,1.883,-1.842,0.11,28.414,14.596,-16.126,12.953028,77.578999,5.085,sudden_movement,0,0,sudden_movement
2026-01-02 07:44:48,103.38,96.69,2.314,-1.305,-0.593,17.886,16.227,-21.172,12.953839,77.579609,3.494,sudden_movement,0,0,sudden_movement
2026-01-02 07:45:00,114.59,98.17,2.305,-1.712,0.121,27.044,1.204,-11.61,12.953553,77.579549,3.181,sudden_movement,0,0,sudden_movement
2026-01-02 07:45:12,138.32,95.75,2.226,-1.61,-0.236,23.137,-3.09,-18.295,12.953877,77.579965,6.149,sudden_movement,0,0,sudden_movement
2026-01-02 07:45:24,103.18,97.34,1.087,-0.473,-0.726,10.753,-8.047,-7.721,12.953317,77.579709,3.297,sudden_movement,0,0,sudden_movement
2026-01-02 07:45:36,112.17,97.11,1.185,-1.314,-0.955,0.832,-3.061,-8.591,12.953242,77.579063,1.608,sudden_movement,0,0,sudden_movement
2026-01-02 07:45:48,130.37,96.19,0.529,-0.905,-0.774,3.273,-8.876,-1.258,12.953369,77.578975,4.102,sudden_movement,0,0,sudden_movement
2026-01-02 07:46:00,110.44,97.21,0.411,0.27,-0.643,-9.724,-13.056,5.001,12.953721,77.579773,1.227,sudden_movement,0,0,sudden_movement
2026-01-02 07:46:12,115.44,96.06,-1.173,-0.387,-0.904,-12.501,-22.388,9.355,12.953884,77.580331,5.495,sudden_movement,0,0,sudden_movement
2026-01-02 07:46:24,125.77,96.67,-1.538,-0.195,-1.391,-15.788,-15.737,8.056,12.952918,77.580439,6.004,sudden_movement,0,0,sudden_movement
2026-01-02 07:46:36,113.76,93.1,-3.116,1.256,2.511,-21.583,2.661,-5.971,12.953638,77.579239,2.427,struggle,0,0,possible_struggle
2026-01-02 07:46:48,124.46,92.89,-1.843,0.01,1.756,19.024,46.311,3.247,12.952942,77.579758,1.603,struggle,0,0,possible_struggle
2026-01-02 07:47:00,126.51,90.4,-2.625,-0.262,0.946,47.08,44.34,-15.292,12.953881,77.580472,4.529,struggle,0,0,possible_struggle
2026-01-02 07:47:12,137.75,94.42,-2.303,-0.262,1.73,28.066,46.436,12.885,12.952932,77.580351,2.685,struggle,0,0,possible_struggle
2026-01-02 07:47:24,129.37,89.68,0.753,-1.171,0.727,62.52,38.829,8.374,12.953502,77.579717,1.842,struggle,0,0,possible_struggle
2026-01-02 07:47:36,135.71,94.61,-0.755,-0.035,0.272,38.916,48.825,19.86,12.953545,77.580365,5.215,struggle,0,0,possible_struggle
2026-01-02 07:47:48,150.46,97.24,2.189,-0.66,-1.039,35.727,23.178,5.673,12.953536,77.579257,6.516,struggle,0,0,possible_struggle
2026-01-02 07:48:00,118.45,89.54,0.897,-0.671,-0.264,19.65,16.236,42.926,12.9533,77.579258,4.513,struggle,0,0,possible_struggle
2026-01-02 07:48:12,108.18,98.4,1.605,-0.386,-2.585,15.242,16.498,45.389,12.953532,77.579783,7.032,struggle,0,0,possible_struggle
2026-01-02 07:48:24,134.36,94.24,4.007,-2.735,-0.589,43.0,15.895,40.569,12.953573,77.579325,3.302,struggle,0,0,possible_struggle
2026-01-02 07:48:36,116.22,94.57,3.58,-3.397,-3.154,32.553,10.07,45.13,12.953314,77.580055,7.029,struggle,0,0,possible_struggle
2026-01-02 07:48:48,142.51,96.96,2.932,-3.331,-1.199,-23.207,-8.77,42.766,12.953594,77.579569,7.979,struggle,0,0,possible_struggle
2026-01-02 07:49:00,128.13,94.51,3.122,-3.14,-0.529,-4.129,-35.619,21.596,12.953126,77.579599,7.832,struggle,0,0,possible_struggle
2026-01-02 07:49:12,97.67,94.57,1.469,-2.222,-1.737,-0.868,-33.369,35.571,12.954006,77.579791,8.042,struggle,0,0,possible_struggle
2026-01-02 07:49:24,129.44,95.9,1.741,-1.541,-1.696,-45.222,-43.412,15.744,12.953001,77.579471,4.259,struggle,0,0,possible_struggle
2026-01-02 07:49:36,126.81,95.1,1.617,-0.11,0.07,-53.584,-30.028,27.147,12.953029,77.579394,1.0,struggle,0,0,possible_struggle
2026-01-02 07:49:48,162.38,95.69,2.332,-2.203,0.155,-54.521,-44.923,24.782,12.953786,77.579893,9.004,struggle,0,0,possible_struggle
2026-01-02 07:50:00,140.57,91.9,0.466,-2.32,-0.363,-52.056,-28.323,12.199,12.953638,77.579903,3.029,struggle,0,0,possible_struggle
2026-01-02 07:50:12,156.87,96.61,-0.385,-2.393,2.052,-60.579,-22.117,-17.29,12.953428,77.579086,10.574,struggle,0,0,possible_struggle
2026-01-02 07:50:24,148.77,94.45,-2.22,-1.295,0.994,-11.418,-45.549,0.112,12.953745,77.579561,2.832,struggle,0,0,possible_struggle
2026-01-02 07:50:36,125.58,92.51,-1.354,0.41,2.102,-21.493,-2.556,-0.496,12.953207,77.579182,8.946,struggle,0,0,possible_struggle
2026-01-02 07:50:48,107.24,94.9,-0.1,0.908,1.245,0.778,-19.821,-37.867,12.953963,77.580651,4.887,struggle,0,0,possible_struggle
2026-01-02 07:51:00,116.28,94.46,-1.33,1.792,2.224,-20.427,-18.264,-13.763,12.953511,77.579566,1.0,struggle,0,0,possible_struggle
2026-01-02 07:51:12,112.54,96.41,-1.93,0.8,1.233,6.995,18.077,-12.652,12.953631,77.580299,4.11,struggle,0,0,possible_struggle
2026-01-02 07:51:24,163.1,98.73,-3.641,1.173,2.727,4.79,14.164,-34.22,12.95293,77.57925,1.966,struggle,0,0,possible_struggle
2026-01-02 07:51:36,96.0,94.61,-4.055,2.599,0.348,17.781,16.052,-20.537,12.95392,77.580401,4.937,struggle,0,0,possible_struggle
2026-01-02 07:51:48,139.9,90.67,-2.888,2.464,1.829,39.227,8.259,-24.238,12.953559,77.579469,1.0,struggle,0,0,possible_struggle
2026-01-02 07:52:00,139.13,92.98,-4.025,3.267,0.778,26.603,32.297,-42.601,12.953609,77.579971,3.387,struggle,0,0,possible_struggle
2026-01-02 07:52:12,122.64,96.95,-3.99,1.902,0.469,58.814,46.138,-35.613,12.953953,77.580519,9.748,struggle,0,0,possible_struggle
2026-01-02 07:52:24,123.36,94.57,-0.329,3.867,-0.716,55.902,23.212,-12.952,12.953307,77.579809,2.56,struggle,0,0,possible_struggle
2026-01-02 07:52:36,150.5,93.87,-2.736,0.88,-2.07,31.463,49.426,4.941,12.953464,77.580405,5.066,struggle,0,0,possible_struggle
2026-01-02 07:52:48,149.4,92.02,-2.18,2.658,-2.098,11.978,28.119,-22.364,12.953332,77.579556,2.26,struggle,0,0,possible_struggle
2026-01-02 07:53:00,125.14,91.95,0.12,1.76,-2.346,28.081,38.7,-6.927,12.952964,77.580487,5.704,struggle,0,0,possible_struggle
2026-01-02 07:53:12,154.1,97.04,-1.052,2.026,-1.111,8.892,29.745,-4.497,12.953133,77.580106,6.218,struggle,0,0,possible_struggle
2026-01-02 07:53:24,122.34,96.68,0.534,2.222,-0.878,-6.564,9.614,11.925,12.953189,77.579194,4.46,struggle,0,0,possible_struggle
2026-01-02 07:53:36,135.73,94.69,2.855,1.046,-1.095,-15.686,15.632,23.402,12.953942,77.57952,6.328,struggle,0,0,possible_struggle
2026-01-02 07:53:48,123.13,95.42,3.774,0.267,-2.798,-21.286,-19.084,17.288,12.953786,77.579851,4.567,struggle,0,0,possible_struggle
2026-01-02 07:54:00,137.65,92.75,2.141,1.005,-0.83,-11.68,15.139,20.153,12.953978,77.579543,12.55,emergency,0,1,emergency_sos
2026-01-02 07:54:12,161.47,94.03,2.107,0.415,-1.602,-12.343,12.657,26.388,12.952819,77.58045,10.452,emergency,0,1,emergency_sos
2026-01-02 07:54:24,164.42,97.0,1.24,-1.256,-1.264,-27.63,2.971,11.383,12.953246,77.580579,13.386,emergency,0,1,emergency_sos
2026-01-02 07:54:36,204.61,85.95,1.42,-1.503,-1.252,-21.293,5.956,10.812,12.95324,77.579681,13.682,emergency,0,1,emergency_sos
2026-01-02 07:54:48,172.21,87.87,-0.463,-2.298,-2.067,-8.433,16.118,5.036,12.953107,77.57975,5.679,emergency,0,1,emergency_sos
2026-01-02 07:55:00,149.79,89.24,0.433,-3.214,-2.054,-11.858,16.064,2.033,12.953869,77.579437,14.121,emergency,0,1,emergency_sos
